#         t          x          y          z         vx         vy         vz
      5.461    -40.521     96.431     41.823     79.632     66.948     83.927
      5.462    -40.441     96.498     41.907     79.734     66.651     83.785
      5.463    -40.362     96.564     41.991     79.836     66.353     83.642
      5.464    -40.282     96.630     42.074     79.938     66.056     83.500
      5.465    -40.202     96.696     42.158     80.039     65.759     83.357
      5.466    -40.122     96.762     42.241     80.140     65.462     83.215
      5.467    -40.041     96.827     42.324     80.241     65.165     83.072
      5.468    -39.961     96.892     42.407     80.341     64.869     82.929
      5.469    -39.881     96.957     42.490     80.441     64.572     82.786
      5.470    -39.800     97.021     42.573     80.540     64.276     82.643
      5.471    -39.720     97.086     42.655     80.639     63.981     82.500
      5.472    -39.639     97.149     42.738     80.737     63.685     82.357
      5.473    -39.558     97.213     42.820     80.836     63.390     82.214
      5.474    -39.477     97.276     42.902     80.933     63.095     82.071
      5.475    -39.396     97.339     42.984     81.030     62.800     81.928
      5.476    -39.315     97.402     43.066     81.127     62.505     81.784
      5.477    -39.234     97.464     43.148     81.224     62.210     81.641
      5.478    -39.153     97.526     43.229     81.320     61.916     81.498
      5.479    -39.071     97.588     43.311     81.416     61.622     81.354
      5.480    -38.990     97.649     43.392     81.511     61.328     81.210
      5.481    -38.908     97.711     43.473     81.606     61.034     81.067
      5.482    -38.827     97.772     43.554     81.700     60.741     80.923
      5.483    -38.745     97.832     43.635     81.794     60.448     80.779
      5.484    -38.663     97.892     43.716     81.888     60.154     80.635
      5.485    -38.581     97.952     43.796     81.981     59.862     80.492
      5.486    -38.499     98.012     43.877     82.074     59.569     80.348
      5.487    -38.417     98.072     43.957     82.167     59.276     80.204
      5.488    -38.335     98.131     44.037     82.259     58.984     80.059
      5.489    -38.252     98.190     44.117     82.350     58.692     79.915
      5.490    -38.170     98.248     44.197     82.442     58.400     79.771
      5.491    -38.088     98.306     44.276     82.533     58.109     79.627
      5.492    -38.005     98.364     44.356     82.623     57.817     79.482
      5.493    -37.922     98.422     44.435     82.713     57.526     79.338
      5.494    -37.840     98.479     44.515     82.803     57.235     79.193
      5.495    -37.757     98.536     44.594     82.893     56.944     79.049
      5.496    -37.674     98.593     44.673     82.982     56.653     78.904
      5.497    -37.591     98.650     44.752     83.070     56.363     78.760
      5.498    -37.508     98.706     44.830     83.158     56.073     78.615
      5.499    -37.424     98.762     44.909     83.246     55.783     78.470
      5.500    -37.341     98.818     44.987     83.334     55.493     78.325
      5.501    -37.258     98.873     45.066     83.421     55.203     78.180
      5.502    -37.174     98.928     45.144     83.508     54.914     78.035
      5.503    -37.091     98.983     45.222     83.594     54.625     77.890
      5.504    -37.007     99.037     45.299     83.680     54.335     77.745
      5.505    -36.923     99.091     45.377     83.766     54.047     77.600
      5.506    -36.840     99.145     45.455     83.851     53.758     77.455
      5.507    -36.756     99.199     45.532     83.936     53.469     77.310
      5.508    -36.672     99.252     45.609     84.020     53.181     77.164
      5.509    -36.588     99.305     45.686     84.105     52.893     77.019
      5.510    -36.504     99.358     45.763     84.188     52.605     76.873
      5.511    -36.419     99.410     45.840     84.272     52.317     76.728
      5.512    -36.335     99.463     45.917     84.355     52.030     76.582
      5.513    -36.251     99.515     45.993     84.437     51.743     76.437
      5.514    -36.166     99.566     46.070     84.520     51.456     76.291
      5.515    -36.082     99.617     46.146     84.602     51.169     76.145
      5.516    -35.997     99.668     46.222     84.683     50.882     75.999
      5.517    -35.912     99.719     46.298     84.764     50.595     75.854
      5.518    -35.827     99.770     46.374     84.845     50.309     75.708
      5.519    -35.743     99.820     46.449     84.926     50.023     75.562
      5.520    -35.658     99.870     46.525     85.006     49.737     75.416
      5.521    -35.573     99.919     46.600     85.086     49.451     75.269
      5.522    -35.487     99.969     46.675     85.165     49.165     75.123
      5.523    -35.402    100.018     46.750     85.244     48.880     74.977
      5.524    -35.317    100.066     46.825     85.323     48.595     74.831
      5.525    -35.232    100.115     46.900     85.401     48.310     74.684
      5.526    -35.146    100.163     46.975     85.479     48.025     74.538
      5.527    -35.061    100.211     47.049     85.557     47.740     74.391
      5.528    -34.975    100.258     47.123     85.634     47.455     74.245
      5.529    -34.889    100.306     47.198     85.711     47.171     74.098
      5.530    -34.804    100.353     47.272     85.787     46.887     73.952
      5.531    -34.718    100.400     47.345     85.864     46.603     73.805
      5.532    -34.632    100.446     47.419     85.939     46.319     73.658
      5.533    -34.546    100.492     47.493     86.015     46.036     73.511
      5.534    -34.460    100.538     47.566     86.090     45.752     73.364
      5.535    -34.374    100.584     47.639     86.165     45.469     73.218
      5.536    -34.287    100.629     47.713     86.239     45.186     73.071
      5.537    -34.201    100.674     47.786     86.314     44.903     72.923
      5.538    -34.115    100.719     47.858     86.387     44.620     72.776
      5.539    -34.028    100.763     47.931     86.461     44.338     72.629
      5.540    -33.942    100.808     48.004     86.534     44.055     72.482
      5.541    -33.855    100.851     48.076     86.607     43.773     72.335
      5.542    -33.769    100.895     48.148     86.679     43.491     72.187
      5.543    -33.682    100.938     48.221     86.751     43.209     72.040
      5.544    -33.595    100.981     48.292     86.823     42.928     71.892
      5.545    -33.508    101.024     48.364     86.894     42.646     71.745
      5.546    -33.421    101.067     48.436     86.965     42.365     71.597
      5.547    -33.334    101.109     48.508     87.036     42.084     71.450
      5.548    -33.247    101.151     48.579     87.106     41.803     71.302
      5.549    -33.160    101.193     48.650     87.176     41.522     71.154
      5.550    -33.073    101.234     48.721     87.246     41.242     71.006
      5.551    -32.986    101.275     48.792     87.315     40.961     70.859
      5.552    -32.898    101.316     48.863     87.384     40.681     70.711
      5.553    -32.811    101.356     48.934     87.453     40.401     70.563
      5.554    -32.723    101.397     49.004     87.521     40.121     70.415
      5.555    -32.636    101.437     49.074     87.589     39.841     70.267
      5.556    -32.548    101.476     49.145     87.657     39.562     70.118
      5.557    -32.461    101.516     49.215     87.724     39.282     69.970
      5.558    -32.373    101.555     49.285     87.791     39.003     69.822
      5.559    -32.285    101.594     49.354     87.858     38.724     69.674
      5.560    -32.197    101.632     49.424     87.924     38.445     69.525
      5.561    -32.109    101.671     49.493     87.990     38.166     69.377
      5.562    -32.021    101.709     49.563     88.056     37.888     69.228
      5.563    -31.933    101.746     49.632     88.121     37.609     69.080
      5.564    -31.845    101.784     49.701     88.186     37.331     68.931
      5.565    -31.757    101.821     49.770     88.251     37.053     68.783
      5.566    -31.668    101.858     49.838     88.316     36.775     68.634
      5.567    -31.580    101.895     49.907     88.380     36.497     68.485
      5.568    -31.492    101.931     49.975     88.443     36.220     68.336
      5.569    -31.403    101.967     50.044     88.507     35.942     68.187
      5.570    -31.315    102.003     50.112     88.570     35.665     68.038
      5.571    -31.226    102.038     50.180     88.633     35.388     67.889
      5.572    -31.137    102.074     50.247     88.695     35.111     67.740
      5.573    -31.049    102.109     50.315     88.757     34.834     67.591
      5.574    -30.960    102.143     50.383     88.819     34.558     67.442
      5.575    -30.871    102.178     50.450     88.881     34.281     67.293
      5.576    -30.782    102.212     50.517     88.942     34.005     67.144
      5.577    -30.693    102.246     50.584     89.003     33.729     66.994
      5.578    -30.604    102.279     50.651     89.063     33.453     66.845
      5.579    -30.515    102.313     50.718     89.123     33.177     66.696
      5.580    -30.426    102.346     50.785     89.183     32.902     66.546
      5.581    -30.337    102.379     50.851     89.243     32.626     66.396
      5.582    -30.247    102.411     50.917     89.302     32.351     66.247
      5.583    -30.158    102.443     50.984     89.361     32.076     66.097
      5.584    -30.069    102.475     51.050     89.420     31.801     65.947
      5.585    -29.979    102.507     51.115     89.478     31.526     65.798
      5.586    -29.890    102.538     51.181     89.536     31.251     65.648
      5.587    -29.800    102.569     51.247     89.594     30.977     65.498
      5.588    -29.710    102.600     51.312     89.651     30.702     65.348
      5.589    -29.621    102.631     51.377     89.708     30.428     65.198
      5.590    -29.531    102.661     51.443     89.765     30.154     65.048
      5.591    -29.441    102.691     51.508     89.822     29.880     64.898
      5.592    -29.351    102.721     51.572     89.878     29.606     64.748
      5.593    -29.262    102.750     51.637     89.934     29.333     64.597
      5.594    -29.172    102.779     51.702     89.989     29.059     64.447
      5.595    -29.082    102.808     51.766     90.044     28.786     64.297
      5.596    -28.991    102.837     51.830     90.099     28.513     64.146
      5.597    -28.901    102.865     51.894     90.154     28.240     63.996
      5.598    -28.811    102.894     51.958     90.208     27.967     63.846
      5.599    -28.721    102.921     52.022     90.262     27.694     63.695
      5.600    -28.631    102.949     52.086     90.316     27.422     63.544
      5.601    -28.540    102.976     52.149     90.369     27.149     63.394
      5.602    -28.450    103.003     52.212     90.422     26.877     63.243
      5.603    -28.359    103.030     52.275     90.475     26.605     63.092
      5.604    -28.269    103.056     52.339     90.528     26.333     62.941
      5.605    -28.178    103.083     52.401     90.580     26.061     62.791
      5.606    -28.088    103.109     52.464     90.632     25.789     62.640
      5.607    -27.997    103.134     52.527     90.683     25.518     62.489
      5.608    -27.906    103.160     52.589     90.735     25.247     62.338
      5.609    -27.816    103.185     52.651     90.786     24.975     62.186
      5.610    -27.725    103.210     52.713     90.837     24.704     62.035
      5.611    -27.634    103.234     52.775     90.887     24.433     61.884
      5.612    -27.543    103.258     52.837     90.937     24.163     61.733
      5.613    -27.452    103.282     52.899     90.987     23.892     61.581
      5.614    -27.361    103.306     52.960     91.036     23.621     61.430
      5.615    -27.270    103.330     53.022     91.086     23.351     61.279
      5.616    -27.179    103.353     53.083     91.135     23.081     61.127
      5.617    -27.088    103.376     53.144     91.183     22.811     60.975
      5.618    -26.997    103.398     53.205     91.232     22.541     60.824
      5.619    -26.905    103.421     53.266     91.280     22.271     60.672
      5.620    -26.814    103.443     53.326     91.327     22.001     60.520
      5.621    -26.723    103.465     53.387     91.375     21.732     60.369
      5.622    -26.631    103.486     53.447     91.422     21.463     60.217
      5.623    -26.540    103.508     53.507     91.469     21.193     60.065
      5.624    -26.448    103.529     53.567     91.515     20.924     59.913
      5.625    -26.357    103.550     53.627     91.562     20.655     59.761
      5.626    -26.265    103.570     53.687     91.608     20.386     59.609
      5.627    -26.174    103.590     53.746     91.653     20.118     59.457
      5.628    -26.082    103.610     53.806     91.699     19.849     59.305
      5.629    -25.990    103.630     53.865     91.744     19.581     59.152
      5.630    -25.898    103.650     53.924     91.789     19.313     59.000
      5.631    -25.807    103.669     53.983     91.833     19.044     58.848
      5.632    -25.715    103.688     54.042     91.878     18.776     58.695
      5.633    -25.623    103.706     54.100     91.922     18.509     58.543
      5.634    -25.531    103.725     54.159     91.965     18.241     58.390
      5.635    -25.439    103.743     54.217     92.009     17.973     58.238
      5.636    -25.347    103.761     54.275     92.052     17.706     58.085
      5.637    -25.255    103.778     54.333     92.095     17.439     57.933
      5.638    -25.163    103.796     54.391     92.137     17.171     57.780
      5.639    -25.071    103.813     54.449     92.180     16.904     57.627
      5.640    -24.978    103.829     54.506     92.222     16.637     57.474
      5.641    -24.886    103.846     54.564     92.263     16.371     57.321
      5.642    -24.794    103.862     54.621     92.305     16.104     57.168
      5.643    -24.701    103.878     54.678     92.346     15.837     57.015
      5.644    -24.609    103.894     54.735     92.387     15.571     56.862
      5.645    -24.517    103.909     54.792     92.428     15.305     56.709
      5.646    -24.424    103.924     54.848     92.468     15.039     56.556
      5.647    -24.332    103.939     54.905     92.508     14.773     56.403
      5.648    -24.239    103.954     54.961     92.548     14.507     56.249
      5.649    -24.147    103.968     55.017     92.587     14.241     56.096
      5.650    -24.054    103.982     55.073     92.626     13.975     55.943
      5.651    -23.961    103.996     55.129     92.665     13.710     55.789
      5.652    -23.869    104.010     55.185     92.704     13.444     55.636
      5.653    -23.776    104.023     55.240     92.742     13.179     55.482
      5.654    -23.683    104.036     55.296     92.780     12.914     55.328
      5.655    -23.590    104.049     55.351     92.818     12.649     55.175
      5.656    -23.498    104.061     55.406     92.856     12.384     55.021
      5.657    -23.405    104.074     55.461     92.893     12.119     54.867
      5.658    -23.312    104.086     55.516     92.930     11.855     54.713
      5.659    -23.219    104.097     55.571     92.967     11.590     54.559
      5.660    -23.126    104.109     55.625     93.003     11.326     54.405
      5.661    -23.033    104.120     55.679     93.039     11.062     54.251
      5.662    -22.940    104.131     55.734     93.075     10.798     54.097
      5.663    -22.847    104.142     55.788     93.111     10.534     53.943
      5.664    -22.754    104.152     55.841     93.146     10.270     53.789
      5.665    -22.660    104.162     55.895     93.181     10.006     53.634
      5.666    -22.567    104.172     55.949     93.216      9.742     53.480
      5.667    -22.474    104.182     56.002     93.251      9.479     53.326
      5.668    -22.381    104.191     56.055     93.285      9.215     53.171
      5.669    -22.287    104.200     56.108     93.319      8.952     53.017
      5.670    -22.194    104.209     56.161     93.353      8.689     52.862
      5.671    -22.101    104.217     56.214     93.386      8.426     52.708
      5.672    -22.007    104.226     56.267     93.419      8.163     52.553
      5.673    -21.914    104.234     56.319     93.452      7.900     52.398
      5.674    -21.820    104.242     56.372     93.485      7.638     52.243
      5.675    -21.727    104.249     56.424     93.517      7.375     52.088
      5.676    -21.633    104.256     56.476     93.550      7.113     51.934
      5.677    -21.540    104.263     56.528     93.581      6.850     51.779
      5.678    -21.446    104.270     56.579     93.613      6.588     51.623
      5.679    -21.353    104.276     56.631     93.644      6.326     51.468
      5.680    -21.259    104.283     56.682     93.675      6.064     51.313
      5.681    -21.165    104.289     56.734     93.706      5.802     51.158
      5.682    -21.072    104.294     56.785     93.737      5.540     51.003
      5.683    -20.978    104.300     56.836     93.767      5.279     50.847
      5.684    -20.884    104.305     56.886     93.797      5.017     50.692
      5.685    -20.790    104.310     56.937     93.827      4.756     50.537
      5.686    -20.696    104.314     56.987     93.856      4.494     50.381
      5.687    -20.602    104.319     57.038     93.885      4.233     50.225
      5.688    -20.509    104.323     57.088     93.914      3.972     50.070
      5.689    -20.415    104.327     57.138     93.943      3.711     49.914
      5.690    -20.321    104.330     57.188     93.972      3.450     49.758
      5.691    -20.227    104.334     57.237     94.000      3.189     49.603
      5.692    -20.133    104.337     57.287     94.028      2.929     49.447
      5.693    -20.039    104.339     57.336     94.055      2.668     49.291
      5.694    -19.945    104.342     57.385     94.083      2.408     49.135
      5.695    -19.850    104.344     57.434     94.110      2.147     48.979
      5.696    -19.756    104.346     57.483     94.137      1.887     48.823
      5.697    -19.662    104.348     57.532     94.163      1.627     48.666
      5.698    -19.568    104.350     57.581     94.190      1.367     48.510
      5.699    -19.474    104.351     57.629     94.216      1.107     48.354
      5.700    -19.380    104.352     57.677     94.242      0.847     48.198
      5.701    -19.285    104.352     57.726     94.267      0.588     48.041
      5.702    -19.191    104.353     57.773     94.292      0.328     47.885
      5.703    -19.097    104.353     57.821     94.318      0.069     47.728
      5.704    -19.002    104.353     57.869     94.342     -0.191     47.571
      5.705    -18.908    104.353     57.916     94.367     -0.450     47.415
      5.706    -18.814    104.352     57.964     94.391     -0.709     47.258
      5.707    -18.719    104.351     58.011     94.415     -0.968     47.101
      5.708    -18.625    104.350     58.058     94.439     -1.227     46.944
      5.709    -18.530    104.349     58.105     94.463     -1.486     46.787
      5.710    -18.436    104.347     58.152     94.486     -1.745     46.631
      5.711    -18.341    104.345     58.198     94.509     -2.003     46.473
      5.712    -18.247    104.343     58.245     94.532     -2.262     46.316
      5.713    -18.152    104.341     58.291     94.554     -2.520     46.159
      5.714    -18.058    104.338     58.337     94.576     -2.779     46.002
      5.715    -17.963    104.335     58.383     94.598     -3.037     45.845
      5.716    -17.869    104.332     58.429     94.620     -3.295     45.687
      5.717    -17.774    104.329     58.474     94.642     -3.553     45.530
      5.718    -17.679    104.325     58.520     94.663     -3.811     45.372
      5.719    -17.585    104.321     58.565     94.684     -4.069     45.215
      5.720    -17.490    104.317     58.610     94.705     -4.327     45.057
      5.721    -17.395    104.312     58.655     94.725     -4.584     44.900
      5.722    -17.300    104.308     58.700     94.745     -4.842     44.742
      5.723    -17.206    104.303     58.744     94.765     -5.099     44.584
      5.724    -17.111    104.298     58.789     94.785     -5.357     44.426
      5.725    -17.016    104.292     58.833     94.805     -5.614     44.268
      5.726    -16.921    104.286     58.878     94.824     -5.871     44.110
      5.727    -16.827    104.280     58.922     94.843     -6.128     43.952
      5.728    -16.732    104.274     58.965     94.862     -6.385     43.794
      5.729    -16.637    104.268     59.009     94.880     -6.642     43.636
      5.730    -16.542    104.261     59.053     94.898     -6.899     43.478
      5.731    -16.447    104.254     59.096     94.916     -7.156     43.319
      5.732    -16.352    104.246     59.139     94.934     -7.412     43.161
      5.733    -16.257    104.239     59.182     94.952     -7.669     43.003
      5.734    -16.162    104.231     59.225     94.969     -7.925     42.844
      5.735    -16.067    104.223     59.268     94.986     -8.182     42.685
      5.736    -15.972    104.215     59.311     95.003     -8.438     42.527
      5.737    -15.877    104.206     59.353     95.019     -8.694     42.368
      5.738    -15.782    104.197     59.395     95.035     -8.950     42.209
      5.739    -15.687    104.188     59.438     95.051     -9.206     42.051
      5.740    -15.592    104.179     59.480     95.067     -9.462     41.892
      5.741    -15.497    104.169     59.521     95.083     -9.718     41.733
      5.742    -15.402    104.159     59.563     95.098     -9.973     41.574
      5.743    -15.307    104.149     59.604     95.113    -10.229     41.414
      5.744    -15.212    104.139     59.646     95.128    -10.485     41.255
      5.745    -15.117    104.128     59.687     95.142    -10.740     41.096
      5.746    -15.021    104.118     59.728     95.157    -10.995     40.937
      5.747    -14.926    104.106     59.769     95.171    -11.251     40.777
      5.748    -14.831    104.095     59.810     95.185    -11.506     40.618
      5.749    -14.736    104.083     59.850     95.198    -11.761     40.458
      5.750    -14.641    104.072     59.890     95.212    -12.016     40.299
      5.751    -14.545    104.059     59.931     95.225    -12.271     40.139
      5.752    -14.450    104.047     59.971     95.238    -12.526     39.979
      5.753    -14.355    104.034     60.011     95.250    -12.781     39.820
      5.754    -14.260    104.021     60.050     95.262    -13.035     39.660
      5.755    -14.164    104.008     60.090     95.275    -13.290     39.500
      5.756    -14.069    103.995     60.129     95.286    -13.545     39.340
      5.757    -13.974    103.981     60.169     95.298    -13.799     39.180
      5.758    -13.879    103.967     60.208     95.310    -14.053     39.020
      5.759    -13.783    103.953     60.247     95.321    -14.308     38.860
      5.760    -13.688    103.939     60.285     95.332    -14.562     38.699
      5.761    -13.593    103.924     60.324     95.342    -14.816     38.539
      5.762    -13.497    103.909     60.363     95.353    -15.070     38.378
      5.763    -13.402    103.894     60.401     95.363    -15.324     38.218
      5.764    -13.306    103.878     60.439     95.373    -15.578     38.057
      5.765    -13.211    103.863     60.477     95.383    -15.832     37.897
      5.766    -13.116    103.847     60.515     95.392    -16.086     37.736
      5.767    -13.020    103.830     60.552     95.401    -16.339     37.575
      5.768    -12.925    103.814     60.590     95.410    -16.593     37.415
      5.769    -12.830    103.797     60.627     95.419    -16.846     37.254
      5.770    -12.734    103.780     60.664     95.428    -17.100     37.093
      5.771    -12.639    103.763     60.701     95.436    -17.353     36.932
      5.772    -12.543    103.746     60.738     95.444    -17.607     36.770
      5.773    -12.448    103.728     60.775     95.452    -17.860     36.609
      5.774    -12.352    103.710     60.812     95.459    -18.113     36.448
      5.775    -12.257    103.692     60.848     95.467    -18.366     36.287
      5.776    -12.161    103.673     60.884     95.474    -18.619     36.125
      5.777    -12.066    103.654     60.920     95.481    -18.872     35.964
      5.778    -11.970    103.635     60.956     95.487    -19.125     35.802
      5.779    -11.875    103.616     60.992     95.494    -19.378     35.641
      5.780    -11.779    103.597     61.027     95.500    -19.630     35.479
      5.781    -11.684    103.577     61.063     95.506    -19.883     35.317
      5.782    -11.588    103.557     61.098     95.511    -20.136     35.155
      5.783    -11.493    103.537     61.133     95.517    -20.388     34.993
      5.784    -11.397    103.516     61.168     95.522    -20.641     34.831
      5.785    -11.302    103.495     61.203     95.527    -20.893     34.669
      5.786    -11.206    103.474     61.237     95.532    -21.145     34.507
      5.787    -11.111    103.453     61.272     95.536    -21.398     34.345
      5.788    -11.015    103.432     61.306     95.540    -21.650     34.182
      5.789    -10.920    103.410     61.340     95.544    -21.902     34.020
      5.790    -10.824    103.388     61.374     95.548    -22.154     33.858
      5.791    -10.729    103.365     61.408     95.552    -22.406     33.695
      5.792    -10.633    103.343     61.441     95.555    -22.658     33.532
      5.793    -10.538    103.320     61.475     95.558    -22.910     33.370
      5.794    -10.442    103.297     61.508     95.561    -23.162     33.207
      5.795    -10.346    103.274     61.541     95.563    -23.413     33.044
      5.796    -10.251    103.250     61.574     95.566    -23.665     32.881
      5.797    -10.155    103.226     61.607     95.568    -23.917     32.718
      5.798    -10.060    103.202     61.640     95.570    -24.168     32.555
      5.799     -9.964    103.178     61.672     95.572    -24.420     32.392
      5.800     -9.869    103.154     61.704     95.573    -24.671     32.229
      5.801     -9.773    103.129     61.737     95.574    -24.922     32.065
      5.802     -9.677    103.104     61.769     95.575    -25.174     31.902
      5.803     -9.582    103.078     61.800     95.576    -25.425     31.739
      5.804     -9.486    103.053     61.832     95.576    -25.676     31.575
      5.805     -9.391    103.027     61.864     95.577    -25.927     31.411
      5.806     -9.295    103.001     61.895     95.577    -26.178     31.248
      5.807     -9.200    102.975     61.926     95.576    -26.429     31.084
      5.808     -9.104    102.948     61.957     95.576    -26.680     30.920
      5.809     -9.008    102.921     61.988     95.575    -26.931     30.756
      5.810     -8.913    102.894     62.019     95.574    -27.182     30.592
      5.811     -8.817    102.867     62.049     95.573    -27.433     30.428
      5.812     -8.722    102.839     62.079     95.572    -27.683     30.264
      5.813     -8.626    102.812     62.110     95.570    -27.934     30.099
      5.814     -8.531    102.784     62.140     95.569    -28.185     29.935
      5.815     -8.435    102.755     62.169     95.566    -28.435     29.771
      5.816     -8.339    102.727     62.199     95.564    -28.686     29.606
      5.817     -8.244    102.698     62.229     95.562    -28.936     29.441
      5.818     -8.148    102.669     62.258     95.559    -29.187     29.277
      5.819     -8.053    102.640     62.287     95.556    -29.437     29.112
      5.820     -7.957    102.610     62.316     95.553    -29.687     28.947
      5.821     -7.862    102.580     62.345     95.549    -29.938     28.782
      5.822     -7.766    102.550     62.374     95.546    -30.188     28.617
      5.823     -7.670    102.520     62.402     95.542    -30.438     28.452
      5.824     -7.575    102.489     62.431     95.537    -30.688     28.287
      5.825     -7.479    102.458     62.459     95.533    -30.938     28.121
      5.826     -7.384    102.427     62.487     95.528    -31.188     27.956
      5.827     -7.288    102.396     62.515     95.524    -31.438     27.791
      5.828     -7.193    102.364     62.543     95.519    -31.688     27.625
      5.829     -7.097    102.333     62.570     95.513    -31.938     27.459
      5.830     -7.002    102.301     62.597     95.508    -32.188     27.294
      5.831     -6.906    102.268     62.625     95.502    -32.437     27.128
      5.832     -6.811    102.236     62.652     95.496    -32.687     26.962
      5.833     -6.715    102.203     62.679     95.490    -32.937     26.796
      5.834     -6.620    102.170     62.705     95.483    -33.187     26.630
      5.835     -6.524    102.137     62.732     95.477    -33.436     26.464
      5.836     -6.429    102.103     62.758     95.470    -33.686     26.298
      5.837     -6.333    102.069     62.784     95.463    -33.935     26.131
      5.838     -6.238    102.035     62.811     95.455    -34.185     25.965
      5.839     -6.143    102.001     62.836     95.448    -34.434     25.798
      5.840     -6.047    101.966     62.862     95.440    -34.683     25.632
      5.841     -5.952    101.931     62.888     95.432    -34.933     25.465
      5.842     -5.856    101.896     62.913     95.423    -35.182     25.298
      5.843     -5.761    101.861     62.938     95.415    -35.431     25.131
      5.844     -5.665    101.826     62.963     95.406    -35.681     24.964
      5.845     -5.570    101.790     62.988     95.397    -35.930     24.797
      5.846     -5.475    101.754     63.013     95.388    -36.179     24.630
      5.847     -5.379    101.717     63.037     95.378    -36.428     24.463
      5.848     -5.284    101.681     63.062     95.369    -36.677     24.296
      5.849     -5.188    101.644     63.086     95.359    -36.926     24.128
      5.850     -5.093    101.607     63.110     95.348    -37.175     23.961
      5.851     -4.998    101.570     63.134     95.338    -37.424     23.793
      5.852     -4.902    101.532     63.158     95.327    -37.673     23.625
      5.853     -4.807    101.494     63.181     95.317    -37.922     23.457
      5.854     -4.712    101.456     63.205     95.306    -38.171     23.290
      5.855     -4.616    101.418     63.228     95.294    -38.420     23.122
      5.856     -4.521    101.379     63.251     95.283    -38.668     22.954
      5.857     -4.426    101.341     63.274     95.271    -38.917     22.785
      5.858     -4.331    101.302     63.296     95.259    -39.166     22.617
      5.859     -4.235    101.262     63.319     95.247    -39.415     22.449
      5.860     -4.140    101.223     63.341     95.234    -39.663     22.280
      5.861     -4.045    101.183     63.363     95.222    -39.912     22.112
      5.862     -3.950    101.143     63.386     95.209    -40.160     21.943
      5.863     -3.855    101.103     63.407     95.195    -40.409     21.774
      5.864     -3.759    101.062     63.429     95.182    -40.658     21.605
      5.865     -3.664    101.021     63.451     95.168    -40.906     21.436
      5.866     -3.569    100.980     63.472     95.155    -41.155     21.267
      5.867     -3.474    100.939     63.493     95.141    -41.403     21.098
      5.868     -3.379    100.897     63.514     95.126    -41.651     20.929
      5.869     -3.284    100.856     63.535     95.112    -41.900     20.760
      5.870     -3.188    100.814     63.556     95.097    -42.148     20.590
      5.871     -3.093    100.771     63.576     95.082    -42.397     20.421
      5.872     -2.998    100.729     63.596     95.067    -42.645     20.251
      5.873     -2.903    100.686     63.617     95.051    -42.893     20.081
      5.874     -2.808    100.643     63.637     95.035    -43.141     19.911
      5.875     -2.713    100.600     63.656     95.020    -43.390     19.741
      5.876     -2.618    100.556     63.676     95.003    -43.638     19.571
      5.877     -2.523    100.513     63.696     94.987    -43.886     19.401
      5.878     -2.428    100.469     63.715     94.970    -44.134     19.231
      5.879     -2.333    100.424     63.734     94.953    -44.382     19.060
      5.880     -2.238    100.380     63.753     94.936    -44.631     18.890
      5.881     -2.143    100.335     63.772     94.919    -44.879     18.719
      5.882     -2.048    100.290     63.790     94.901    -45.127     18.549
      5.883     -1.954    100.245     63.809     94.884    -45.375     18.378
      5.884     -1.859    100.199     63.827     94.866    -45.623     18.207
      5.885     -1.764    100.154     63.845     94.847    -45.871     18.036
      5.886     -1.669    100.108     63.863     94.829    -46.119     17.865
      5.887     -1.574    100.061     63.881     94.810    -46.367     17.694
      5.888     -1.479    100.015     63.899     94.791    -46.615     17.522
      5.889     -1.385     99.968     63.916     94.772    -46.863     17.351
      5.890     -1.290     99.921     63.933     94.753    -47.111     17.179
      5.891     -1.195     99.874     63.950     94.733    -47.359     17.008
      5.892     -1.100     99.826     63.967     94.713    -47.607     16.836
      5.893     -1.006     99.779     63.984     94.693    -47.855     16.664
      5.894     -0.911     99.731     64.001     94.673    -48.103     16.492
      5.895     -0.816     99.682     64.017     94.652    -48.351     16.320
      5.896     -0.722     99.634     64.033     94.631    -48.598     16.148
      5.897     -0.627     99.585     64.049     94.610    -48.846     15.976
      5.898     -0.532     99.536     64.065     94.589    -49.094     15.803
      5.899     -0.438     99.487     64.081     94.567    -49.342     15.631
      5.900     -0.343     99.438     64.097     94.545    -49.590     15.458
      5.901     -0.249     99.388     64.112     94.523    -49.838     15.285
      5.902     -0.154     99.338     64.127     94.501    -50.085     15.112
      5.903     -0.060     99.288     64.142     94.479    -50.333     14.940
      5.904      0.035     99.237     64.157     94.456    -50.581     14.766
      5.905      0.129     99.187     64.172     94.433    -50.829     14.593
      5.906      0.224     99.136     64.186     94.410    -51.077     14.420
      5.907      0.318     99.084     64.201     94.387    -51.324     14.246
      5.908      0.412     99.033     64.215     94.363    -51.572     14.073
      5.909      0.507     98.981     64.229     94.339    -51.820     13.899
      5.910      0.601     98.929     64.243     94.315    -52.068     13.725
      5.911      0.695     98.877     64.256     94.290    -52.315     13.552
      5.912      0.790     98.825     64.270     94.266    -52.563     13.378
      5.913      0.884     98.772     64.283     94.241    -52.811     13.203
      5.914      0.978     98.719     64.296     94.216    -53.059     13.029
      5.915      1.072     98.666     64.309     94.191    -53.306     12.855
      5.916      1.166     98.612     64.322     94.165    -53.554     12.680
      5.917      1.261     98.559     64.334     94.139    -53.802     12.506
      5.918      1.355     98.505     64.347     94.113    -54.049     12.331
      5.919      1.449     98.451     64.359     94.087    -54.297     12.156
