#         t          x          y          z         vx         vy         vz
      7.217    -71.971    -12.752    -41.188    -68.980     83.895     26.747
      7.218    -72.040    -12.669    -41.161    -68.535     83.939     26.982
      7.219    -72.109    -12.585    -41.134    -68.090     83.983     27.217
      7.220    -72.176    -12.501    -41.106    -67.645     84.026     27.451
      7.221    -72.244    -12.416    -41.079    -67.200     84.068     27.685
      7.222    -72.311    -12.332    -41.051    -66.755     84.110     27.918
      7.223    -72.377    -12.248    -41.023    -66.310     84.152     28.151
      7.224    -72.443    -12.164    -40.995    -65.866     84.192     28.383
      7.225    -72.509    -12.080    -40.966    -65.421     84.232     28.615
      7.226    -72.574    -11.996    -40.937    -64.977     84.272     28.846
      7.227    -72.639    -11.911    -40.909    -64.532     84.311     29.077
      7.228    -72.703    -11.827    -40.879    -64.088     84.349     29.308
      7.229    -72.767    -11.743    -40.850    -63.644     84.387     29.538
      7.230    -72.831    -11.658    -40.820    -63.200     84.424     29.767
      7.231    -72.894    -11.574    -40.790    -62.756     84.460     29.996
      7.232    -72.956    -11.489    -40.760    -62.312     84.496     30.225
      7.233    -73.018    -11.405    -40.730    -61.868     84.531     30.453
      7.234    -73.080    -11.320    -40.699    -61.425     84.566     30.681
      7.235    -73.141    -11.236    -40.669    -60.981     84.600     30.908
      7.236    -73.202    -11.151    -40.638    -60.538     84.634     31.135
      7.237    -73.262    -11.066    -40.606    -60.094     84.667     31.362
      7.238    -73.322    -10.982    -40.575    -59.651     84.699     31.588
      7.239    -73.381    -10.897    -40.543    -59.208     84.731     31.813
      7.240    -73.440    -10.812    -40.511    -58.764     84.763     32.038
      7.241    -73.499    -10.727    -40.479    -58.321     84.793     32.263
      7.242    -73.557    -10.643    -40.447    -57.878     84.824     32.487
      7.243    -73.615    -10.558    -40.414    -57.435     84.853     32.711
      7.244    -73.672    -10.473    -40.381    -56.992     84.882     32.935
      7.245    -73.729    -10.388    -40.348    -56.550     84.911     33.158
      7.246    -73.785    -10.303    -40.315    -56.107     84.939     33.380
      7.247    -73.841    -10.218    -40.281    -55.664     84.966     33.602
      7.248    -73.896    -10.133    -40.248    -55.222     84.993     33.824
      7.249    -73.951    -10.048    -40.214    -54.779     85.019     34.045
      7.250    -74.006     -9.963    -40.180    -54.337     85.044     34.266
      7.251    -74.060     -9.878    -40.145    -53.894     85.070     34.487
      7.252    -74.114     -9.793    -40.111    -53.452     85.094     34.707
      7.253    -74.167     -9.708    -40.076    -53.010     85.118     34.926
      7.254    -74.220     -9.623    -40.041    -52.568     85.141     35.145
      7.255    -74.272     -9.538    -40.006    -52.126     85.164     35.364
      7.256    -74.324     -9.452    -39.970    -51.684     85.187     35.582
      7.257    -74.375     -9.367    -39.934    -51.242     85.208     35.800
      7.258    -74.426     -9.282    -39.898    -50.800     85.230     36.018
      7.259    -74.477     -9.197    -39.862    -50.358     85.250     36.235
      7.260    -74.527     -9.112    -39.826    -49.916     85.271     36.452
      7.261    -74.577     -9.026    -39.789    -49.474     85.290     36.668
      7.262    -74.626     -8.941    -39.753    -49.033     85.309     36.884
      7.263    -74.675     -8.856    -39.716    -48.591     85.328     37.099
      7.264    -74.723     -8.770    -39.678    -48.150     85.346     37.315
      7.265    -74.771     -8.685    -39.641    -47.708     85.363     37.529
      7.266    -74.819     -8.600    -39.603    -47.267     85.380     37.744
      7.267    -74.866     -8.514    -39.566    -46.825     85.396     37.957
      7.268    -74.912     -8.429    -39.527    -46.384     85.412     38.171
      7.269    -74.959     -8.343    -39.489    -45.943     85.427     38.384
      7.270    -75.004     -8.258    -39.451    -45.501     85.442     38.597
      7.271    -75.050     -8.173    -39.412    -45.060     85.456     38.809
      7.272    -75.094     -8.087    -39.373    -44.619     85.470     39.021
      7.273    -75.139     -8.002    -39.334    -44.178     85.483     39.233
      7.274    -75.183     -7.916    -39.295    -43.737     85.496     39.444
      7.275    -75.226     -7.831    -39.255    -43.296     85.508     39.655
      7.276    -75.269     -7.745    -39.215    -42.855     85.520     39.865
      7.277    -75.312     -7.660    -39.175    -42.414     85.531     40.075
      7.278    -75.354     -7.574    -39.135    -41.973     85.541     40.285
      7.279    -75.396     -7.488    -39.095    -41.532     85.551     40.494
      7.280    -75.437     -7.403    -39.054    -41.092     85.561     40.703
      7.281    -75.478     -7.317    -39.013    -40.651     85.570     40.911
      7.282    -75.519     -7.232    -38.972    -40.210     85.578     41.119
      7.283    -75.559     -7.146    -38.931    -39.769     85.586     41.327
      7.284    -75.598     -7.061    -38.890    -39.329     85.594     41.534
      7.285    -75.637     -6.975    -38.848    -38.888     85.601     41.741
      7.286    -75.676     -6.889    -38.806    -38.448     85.607     41.948
      7.287    -75.714     -6.804    -38.764    -38.007     85.613     42.154
      7.288    -75.752     -6.718    -38.722    -37.566     85.618     42.360
      7.289    -75.789     -6.633    -38.679    -37.126     85.623     42.566
      7.290    -75.826     -6.547    -38.637    -36.685     85.627     42.771
      7.291    -75.863     -6.461    -38.594    -36.245     85.631     42.975
      7.292    -75.899     -6.376    -38.551    -35.805     85.635     43.180
      7.293    -75.934     -6.290    -38.508    -35.364     85.637     43.384
      7.294    -75.969     -6.204    -38.464    -34.924     85.640     43.588
      7.295    -76.004     -6.119    -38.420    -34.483     85.642     43.791
      7.296    -76.038     -6.033    -38.376    -34.043     85.643     43.994
      7.297    -76.072     -5.947    -38.332    -33.603     85.644     44.196
      7.298    -76.106     -5.862    -38.288    -33.162     85.644     44.399
      7.299    -76.138     -5.776    -38.244    -32.722     85.644     44.601
      7.300    -76.171     -5.691    -38.199    -32.282     85.643     44.802
      7.301    -76.203     -5.605    -38.154    -31.841     85.642     45.003
      7.302    -76.235     -5.519    -38.109    -31.401     85.640     45.204
      7.303    -76.266     -5.434    -38.064    -30.961     85.638     45.405
      7.304    -76.297     -5.348    -38.018    -30.521     85.636     45.605
      7.305    -76.327     -5.262    -37.972    -30.080     85.632     45.805
      7.306    -76.357     -5.177    -37.926    -29.640     85.629     46.004
      7.307    -76.386     -5.091    -37.880    -29.200     85.625     46.203
      7.308    -76.415     -5.005    -37.834    -28.760     85.620     46.402
      7.309    -76.444     -4.920    -37.788    -28.319     85.615     46.600
      7.310    -76.472     -4.834    -37.741    -27.879     85.609     46.798
      7.311    -76.499     -4.749    -37.694    -27.439     85.603     46.996
      7.312    -76.527     -4.663    -37.647    -26.999     85.596     47.194
      7.313    -76.553     -4.577    -37.600    -26.558     85.589     47.391
      7.314    -76.580     -4.492    -37.552    -26.118     85.582     47.587
      7.315    -76.606     -4.406    -37.504    -25.678     85.574     47.784
      7.316    -76.631     -4.321    -37.457    -25.237     85.565     47.980
      7.317    -76.656     -4.235    -37.408    -24.797     85.556     48.176
      7.318    -76.681     -4.150    -37.360    -24.357     85.547     48.371
      7.319    -76.705     -4.064    -37.312    -23.916     85.537     48.566
      7.320    -76.729     -3.978    -37.263    -23.476     85.526     48.761
      7.321    -76.752     -3.893    -37.214    -23.036     85.515     48.955
      7.322    -76.775     -3.807    -37.165    -22.595     85.504     49.149
      7.323    -76.797     -3.722    -37.116    -22.155     85.492     49.343
      7.324    -76.819     -3.636    -37.066    -21.715     85.479     49.537
      7.325    -76.840     -3.551    -37.017    -21.274     85.466     49.730
      7.326    -76.861     -3.466    -36.967    -20.834     85.453     49.922
      7.327    -76.882     -3.380    -36.917    -20.393     85.439     50.115
      7.328    -76.902     -3.295    -36.867    -19.953     85.425     50.307
      7.329    -76.922     -3.209    -36.816    -19.512     85.410     50.499
      7.330    -76.941     -3.124    -36.766    -19.071     85.395     50.691
      7.331    -76.960     -3.038    -36.715    -18.631     85.379     50.882
      7.332    -76.979     -2.953    -36.664    -18.190     85.363     51.073
      7.333    -76.997     -2.868    -36.613    -17.749     85.346     51.263
      7.334    -77.014     -2.782    -36.561    -17.309     85.329     51.454
      7.335    -77.031     -2.697    -36.510    -16.868     85.311     51.644
      7.336    -77.048     -2.612    -36.458    -16.427     85.293     51.833
      7.337    -77.064     -2.526    -36.406    -15.986     85.275     52.023
      7.338    -77.080     -2.441    -36.354    -15.545     85.256     52.212
      7.339    -77.095     -2.356    -36.302    -15.104     85.236     52.400
      7.340    -77.110     -2.271    -36.249    -14.663     85.216     52.589
      7.341    -77.124     -2.186    -36.197    -14.222     85.196     52.777
      7.342    -77.138     -2.100    -36.144    -13.781     85.175     52.965
      7.343    -77.152     -2.015    -36.091    -13.340     85.153     53.152
      7.344    -77.165     -1.930    -36.037    -12.899     85.132     53.340
      7.345    -77.178     -1.845    -35.984    -12.458     85.109     53.526
      7.346    -77.190     -1.760    -35.930    -12.016     85.086     53.713
      7.347    -77.202     -1.675    -35.877    -11.575     85.063     53.899
      7.348    -77.213     -1.590    -35.823    -11.133     85.039     54.086
      7.349    -77.224     -1.505    -35.768    -10.692     85.015     54.271
      7.350    -77.235     -1.420    -35.714    -10.250     84.991     54.457
      7.351    -77.245     -1.335    -35.660     -9.809     84.965     54.642
      7.352    -77.254     -1.250    -35.605     -9.367     84.940     54.827
      7.353    -77.263     -1.165    -35.550     -8.925     84.914     55.011
      7.354    -77.272     -1.080    -35.495     -8.483     84.887     55.196
      7.355    -77.280     -0.995    -35.439     -8.041     84.860     55.380
      7.356    -77.288     -0.910    -35.384     -7.599     84.833     55.563
      7.357    -77.295     -0.825    -35.328     -7.157     84.805     55.747
      7.358    -77.302     -0.741    -35.273     -6.715     84.777     55.930
      7.359    -77.309     -0.656    -35.217     -6.273     84.748     56.113
      7.360    -77.315     -0.571    -35.160     -5.830     84.718     56.296
      7.361    -77.321     -0.486    -35.104     -5.388     84.689     56.478
      7.362    -77.326     -0.402    -35.047     -4.945     84.658     56.660
      7.363    -77.330     -0.317    -34.991     -4.503     84.628     56.842
      7.364    -77.335     -0.232    -34.934     -4.060     84.597     57.023
      7.365    -77.339     -0.148    -34.877     -3.617     84.565     57.204
      7.366    -77.342     -0.063    -34.819     -3.174     84.533     57.385
      7.367    -77.345      0.021    -34.762     -2.731     84.501     57.566
      7.368    -77.347      0.106    -34.704     -2.288     84.468     57.746
      7.369    -77.349      0.190    -34.646     -1.845     84.434     57.927
      7.370    -77.351      0.275    -34.588     -1.402     84.400     58.106
      7.371    -77.352      0.359    -34.530     -0.958     84.366     58.286
      7.372    -77.353      0.443    -34.472     -0.515     84.331     58.465
      7.373    -77.353      0.528    -34.413     -0.071     84.296     58.644
      7.374    -77.353      0.612    -34.354      0.373     84.260     58.823
      7.375    -77.353      0.696    -34.295      0.817     84.224     59.002
      7.376    -77.352      0.780    -34.236      1.261     84.187     59.180
      7.377    -77.350      0.864    -34.177      1.705     84.150     59.358
      7.378    -77.348      0.949    -34.118      2.149     84.113     59.536
      7.379    -77.346      1.033    -34.058      2.593     84.075     59.713
      7.380    -77.343      1.117    -33.998      3.038     84.036     59.890
      7.381    -77.340      1.201    -33.938      3.483     83.997     60.067
      7.382    -77.336      1.285    -33.878      3.927     83.958     60.244
      7.383    -77.332      1.369    -33.818      4.372     83.918     60.420
      7.384    -77.327      1.453    -33.757      4.817     83.877     60.597
      7.385    -77.322      1.536    -33.697      5.262     83.837     60.773
      7.386    -77.317      1.620    -33.636      5.708     83.795     60.948
      7.387    -77.311      1.704    -33.575      6.153     83.754     61.124
      7.388    -77.304      1.788    -33.513      6.599     83.712     61.299
      7.389    -77.298      1.871    -33.452      7.044     83.669     61.474
      7.390    -77.290      1.955    -33.391      7.490     83.626     61.648
      7.391    -77.283      2.039    -33.329      7.936     83.582     61.823
      7.392    -77.274      2.122    -33.267      8.383     83.538     61.997
      7.393    -77.266      2.206    -33.205      8.829     83.494     62.171
      7.394    -77.257      2.289    -33.143      9.275     83.449     62.344
      7.395    -77.247      2.373    -33.080      9.722     83.404     62.518
      7.396    -77.237      2.456    -33.018     10.169     83.358     62.691
      7.397    -77.227      2.539    -32.955     10.616     83.311     62.864
      7.398    -77.216      2.623    -32.892     11.063     83.265     63.037
      7.399    -77.205      2.706    -32.829     11.511     83.217     63.209
      7.400    -77.193      2.789    -32.765     11.958     83.170     63.381
      7.401    -77.181      2.872    -32.702     12.406     83.122     63.553
      7.402    -77.168      2.955    -32.638     12.854     83.073     63.725
      7.403    -77.155      3.038    -32.574     13.302     83.024     63.897
      7.404    -77.142      3.121    -32.510     13.750     82.974     64.068
      7.405    -77.128      3.204    -32.446     14.198     82.924     64.239
      7.406    -77.113      3.287    -32.382     14.647     82.874     64.410
      7.407    -77.098      3.370    -32.318     15.096     82.823     64.580
      7.408    -77.083      3.453    -32.253     15.545     82.771     64.750
      7.409    -77.067      3.536    -32.188     15.994     82.719     64.921
      7.410    -77.051      3.618    -32.123     16.443     82.667     65.090
      7.411    -77.034      3.701    -32.058     16.893     82.614     65.260
      7.412    -77.017      3.784    -31.992     17.343     82.561     65.429
      7.413    -77.000      3.866    -31.927     17.793     82.507     65.598
      7.414    -76.982      3.949    -31.861     18.243     82.453     65.767
      7.415    -76.963      4.031    -31.795     18.693     82.398     65.936
      7.416    -76.944      4.113    -31.729     19.144     82.343     66.105
      7.417    -76.925      4.196    -31.663     19.595     82.288     66.273
      7.418    -76.905      4.278    -31.597     20.046     82.231     66.441
      7.419    -76.885      4.360    -31.530     20.497     82.175     66.609
      7.420    -76.864      4.442    -31.464     20.949     82.118     66.776
      7.421    -76.843      4.524    -31.397     21.400     82.060     66.943
      7.422    -76.821      4.606    -31.330     21.852     82.002     67.111
      7.423    -76.799      4.688    -31.263     22.305     81.944     67.277
      7.424    -76.777      4.770    -31.195     22.757     81.885     67.444
      7.425    -76.754      4.852    -31.128     23.210     81.825     67.611
      7.426    -76.730      4.934    -31.060     23.663     81.765     67.777
      7.427    -76.706      5.016    -30.992     24.116     81.705     67.943
      7.428    -76.682      5.097    -30.924     24.569     81.644     68.109
      7.429    -76.657      5.179    -30.856     25.023     81.583     68.274
      7.430    -76.632      5.261    -30.788     25.477     81.521     68.439
      7.431    -76.606      5.342    -30.719     25.931     81.459     68.605
      7.432    -76.580      5.423    -30.650     26.385     81.396     68.769
      7.433    -76.554      5.505    -30.581     26.840     81.333     68.934
      7.434    -76.526      5.586    -30.512     27.295     81.269     69.099
      7.435    -76.499      5.667    -30.443     27.750     81.205     69.263
      7.436    -76.471      5.749    -30.374     28.205     81.140     69.427
      7.437    -76.443      5.830    -30.304     28.661     81.075     69.591
      7.438    -76.414      5.911    -30.235     29.117     81.009     69.754
      7.439    -76.384      5.992    -30.165     29.573     80.943     69.918
      7.440    -76.355      6.073    -30.095     30.030     80.876     70.081
      7.441    -76.324      6.153    -30.025     30.487     80.809     70.244
      7.442    -76.294      6.234    -29.954     30.944     80.741     70.407
      7.443    -76.262      6.315    -29.884     31.401     80.673     70.569
      7.444    -76.231      6.396    -29.813     31.859     80.604     70.732
      7.445    -76.199      6.476    -29.742     32.317     80.535     70.894
      7.446    -76.166      6.557    -29.672     32.775     80.465     71.056
      7.447    -76.133      6.637    -29.600     33.234     80.395     71.218
      7.448    -76.100      6.717    -29.529     33.693     80.324     71.379
      7.449    -76.066      6.798    -29.458     34.152     80.253     71.540
      7.450    -76.031      6.878    -29.386     34.612     80.182     71.701
      7.451    -75.996      6.958    -29.314     35.071     80.109     71.862
      7.452    -75.961      7.038    -29.242     35.531     80.037     72.023
      7.453    -75.925      7.118    -29.170     35.992     79.964     72.184
      7.454    -75.889      7.198    -29.098     36.453     79.890     72.344
      7.455    -75.853      7.278    -29.025     36.914     79.816     72.504
      7.456    -75.815      7.358    -28.953     37.375     79.741     72.664
      7.457    -75.778      7.437    -28.880     37.837     79.666     72.823
      7.458    -75.740      7.517    -28.807     38.299     79.590     72.983
      7.459    -75.701      7.597    -28.734     38.761     79.514     73.142
      7.460    -75.662      7.676    -28.661     39.224     79.437     73.301
      7.461    -75.623      7.755    -28.588     39.687     79.360     73.460
      7.462    -75.583      7.835    -28.514     40.151     79.282     73.619
      7.463    -75.542      7.914    -28.440     40.614     79.203     73.777
      7.464    -75.502      7.993    -28.367     41.079     79.124     73.936
      7.465    -75.460      8.072    -28.292     41.543     79.045     74.094
      7.466    -75.418      8.151    -28.218     42.008     78.965     74.251
      7.467    -75.376      8.230    -28.144     42.473     78.885     74.409
      7.468    -75.334      8.309    -28.069     42.939     78.804     74.567
      7.469    -75.290      8.388    -27.995     43.405     78.722     74.724
      7.470    -75.247      8.466    -27.920     43.871     78.640     74.881
      7.471    -75.203      8.545    -27.845     44.338     78.558     75.038
      7.472    -75.158      8.624    -27.770     44.805     78.474     75.194
      7.473    -75.113      8.702    -27.695     45.272     78.391     75.351
      7.474    -75.068      8.780    -27.619     45.740     78.307     75.507
      7.475    -75.022      8.859    -27.544     46.208     78.222     75.663
      7.476    -74.975      8.937    -27.468     46.677     78.137     75.819
      7.477    -74.928      9.015    -27.392     47.146     78.051     75.975
      7.478    -74.881      9.093    -27.316     47.615     77.964     76.130
      7.479    -74.833      9.171    -27.240     48.085     77.877     76.286
      7.480    -74.785      9.249    -27.163     48.555     77.790     76.441
      7.481    -74.736      9.326    -27.087     49.026     77.702     76.596
      7.482    -74.687      9.404    -27.010     49.497     77.613     76.750
      7.483    -74.637      9.482    -26.933     49.968     77.524     76.905
      7.484    -74.587      9.559    -26.856     50.440     77.434     77.059
      7.485    -74.536      9.636    -26.779     50.912     77.344     77.213
      7.486    -74.485      9.714    -26.702     51.385     77.253     77.367
      7.487    -74.433      9.791    -26.625     51.858     77.162     77.521
      7.488    -74.381      9.868    -26.547     52.331     77.070     77.674
      7.489    -74.329      9.945    -26.469     52.805     76.977     77.828
      7.490    -74.275     10.022    -26.391     53.280     76.884     77.981
      7.491    -74.222     10.099    -26.313     53.755     76.791     78.134
      7.492    -74.168     10.176    -26.235     54.230     76.696     78.287
      7.493    -74.114     10.252    -26.157     54.706     76.601     78.439
      7.494    -74.059     10.329    -26.078     55.182     76.506     78.591
      7.495    -74.003     10.405    -25.999     55.658     76.410     78.744
      7.496    -73.947     10.482    -25.921     56.136     76.313     78.896
      7.497    -73.891     10.558    -25.842     56.613     76.216     79.047
      7.498    -73.834     10.634    -25.763     57.091     76.118     79.199
      7.499    -73.777     10.710    -25.683     57.570     76.020     79.350
      7.500    -73.719     10.786    -25.604     58.049     75.921     79.502
      7.501    -73.661     10.862    -25.524     58.528     75.822     79.653
      7.502    -73.602     10.938    -25.445     59.008     75.721     79.803
      7.503    -73.543     11.013    -25.365     59.488     75.621     79.954
      7.504    -73.483     11.089    -25.285     59.969     75.519     80.104
      7.505    -73.423     11.164    -25.204     60.451     75.417     80.255
      7.506    -73.362     11.240    -25.124     60.932     75.315     80.405
      7.507    -73.301     11.315    -25.044     61.415     75.211     80.555
      7.508    -73.239     11.390    -24.963     61.898     75.108     80.704
      7.509    -73.177     11.465    -24.882     62.381     75.003     80.854
      7.510    -73.114     11.540    -24.801     62.865     74.898     81.003
      7.511    -73.051     11.615    -24.720     63.349     74.792     81.152
      7.512    -72.988     11.690    -24.639     63.834     74.686     81.301
      7.513    -72.924     11.765    -24.558     64.320     74.579     81.449
      7.514    -72.859     11.839    -24.476     64.806     74.472     81.598
      7.515    -72.794     11.913    -24.394     65.292     74.363     81.746
      7.516    -72.728     11.988    -24.313     65.779     74.254     81.894
      7.517    -72.662     12.062    -24.231     66.267     74.145     82.042
      7.518    -72.596     12.136    -24.149     66.755     74.035     82.190
      7.519    -72.529     12.210    -24.066     67.243     73.924     82.337
      7.520    -72.461     12.284    -23.984     67.733     73.812     82.485
      7.521    -72.393     12.358    -23.901     68.222     73.700     82.632
      7.522    -72.325     12.431    -23.819     68.713     73.588     82.778
      7.523    -72.256     12.505    -23.736     69.203     73.474     82.925
      7.524    -72.187     12.578    -23.653     69.695     73.360     83.072
      7.525    -72.117     12.652    -23.570     70.187     73.245     83.218
      7.526    -72.046     12.725    -23.486     70.679     73.130     83.364
      7.527    -71.975     12.798    -23.403     71.172     73.014     83.510
      7.528    -71.904     12.871    -23.319     71.666     72.897     83.656
      7.529    -71.832     12.944    -23.236     72.160     72.780     83.801
      7.530    -71.760     13.016    -23.152     72.655     72.661     83.946
      7.531    -71.687     13.089    -23.068     73.151     72.543     84.092
      7.532    -71.613     13.161    -22.984     73.647     72.423     84.236
      7.533    -71.539     13.234    -22.899     74.144     72.303     84.381
      7.534    -71.465     13.306    -22.815     74.641     72.182     84.526
      7.535    -71.390     13.378    -22.730     75.139     72.060     84.670
      7.536    -71.315     13.450    -22.645     75.637     71.938     84.814
      7.537    -71.239     13.522    -22.561     76.136     71.815     84.958
      7.538    -71.162     13.594    -22.476     76.636     71.691     85.101
      7.539    -71.086     13.665    -22.390     77.136     71.567     85.245
      7.540    -71.008     13.737    -22.305     77.637     71.441     85.388
      7.541    -70.930     13.808    -22.220     78.139     71.316     85.531
      7.542    -70.852     13.880    -22.134     78.641     71.189     85.674
      7.543    -70.773     13.951    -22.048     79.144     71.062     85.817
      7.544    -70.694     14.022    -21.962     79.648     70.933     85.959
      7.545    -70.614     14.093    -21.876     80.152     70.805     86.101
      7.546    -70.533     14.163    -21.790     80.657     70.675     86.243
      7.547    -70.452     14.234    -21.704     81.162     70.545     86.385
      7.548    -70.371     14.304    -21.617     81.668     70.414     86.527
      7.549    -70.289     14.375    -21.531     82.175     70.282     86.668
      7.550    -70.207     14.445    -21.444     82.683     70.149     86.809
      7.551    -70.124     14.515    -21.357     83.191     70.016     86.950
      7.552    -70.040     14.585    -21.270     83.700     69.882     87.091
      7.553    -69.956     14.655    -21.183     84.209     69.747     87.231
      7.554    -69.872     14.724    -21.096     84.720     69.611     87.372
      7.555    -69.787     14.794    -21.008     85.231     69.475     87.512
      7.556    -69.701     14.863    -20.921     85.742     69.337     87.652
      7.557    -69.615     14.933    -20.833     86.255     69.199     87.791
      7.558    -69.529     15.002    -20.745     86.768     69.061     87.931
      7.559    -69.442     15.071    -20.657     87.282     68.921     88.070
      7.560    -69.354     15.140    -20.569     87.796     68.780     88.209
      7.561    -69.266     15.208    -20.481     88.311     68.639     88.348
      7.562    -69.178     15.277    -20.392     88.827     68.497     88.486
      7.563    -69.089     15.345    -20.304     89.344     68.354     88.624
      7.564    -68.999     15.414    -20.215     89.861     68.211     88.763
      7.565    -68.909     15.482    -20.126     90.380     68.066     88.900
      7.566    -68.818     15.550    -20.037     90.899     67.921     89.038
      7.567    -68.727     15.618    -19.948     91.418     67.775     89.175
      7.568    -68.635     15.685    -19.859     91.939     67.628     89.313
      7.569    -68.543     15.753    -19.769     92.460     67.480     89.450
      7.570    -68.450     15.820    -19.680     92.982     67.331     89.586
      7.571    -68.357     15.887    -19.590     93.505     67.181     89.723
      7.572    -68.263     15.955    -19.500     94.028     67.031     89.859
      7.573    -68.169     16.022    -19.411     94.553     66.880     89.995
      7.574    -68.074     16.088    -19.320     95.078     66.727     90.131
      7.575    -67.979     16.155    -19.230     95.604     66.574     90.266
      7.576    -67.883     16.222    -19.140     96.130     66.420     90.402
      7.577    -67.787     16.288    -19.049     96.658     66.266     90.537
      7.578    -67.690     16.354    -18.959     97.186     66.110     90.671
      7.579    -67.592     16.420    -18.868     97.715     65.953     90.806
      7.580    -67.494     16.486    -18.777     98.245     65.796     90.940
      7.581    -67.396     16.552    -18.686     98.776     65.637     91.074
      7.582    -67.297     16.617    -18.595     99.307     65.478     91.208
      7.583    -67.197     16.683    -18.504     99.840     65.318     91.342
      7.584    -67.097     16.748    -18.412    100.373     65.156     91.475
      7.585    -66.996     16.813    -18.321    100.907     64.994     91.608
      7.586    -66.895     16.878    -18.229    101.442     64.831     91.741
      7.587    -66.794     16.943    -18.137    101.978     64.667     91.874
      7.588    -66.691     17.007    -18.045    102.515     64.502     92.006
      7.589    -66.589     17.072    -17.953    103.052     64.336     92.138
      7.590    -66.485     17.136    -17.861    103.591     64.169     92.270
      7.591    -66.381     17.200    -17.769    104.130     64.001     92.401
      7.592    -66.277     17.264    -17.676    104.670     63.832     92.533
      7.593    -66.172     17.328    -17.584    105.211     63.663     92.664
      7.594    -66.067     17.391    -17.491    105.753     63.492     92.794
      7.595    -65.961     17.455    -17.398    106.296     63.320     92.925
      7.596    -65.854     17.518    -17.305    106.840     63.147     93.055
      7.597    -65.747     17.581    -17.212    107.385     62.973     93.185
      7.598    -65.639     17.644    -17.119    107.930     62.798     93.315
      7.599    -65.531     17.706    -17.025    108.477     62.622     93.444
      7.600    -65.422     17.769    -16.932    109.024     62.446     93.573
      7.601    -65.313     17.831    -16.838    109.573     62.268     93.702
      7.602    -65.203     17.894    -16.745    110.122     62.089     93.830
      7.603    -65.093     17.956    -16.651    110.672     61.909     93.959
      7.604    -64.982     18.017    -16.557    111.224     61.727     94.087
      7.605    -64.870     18.079    -16.462    111.776     61.545     94.214
      7.606    -64.758     18.140    -16.368    112.329     61.362     94.342
      7.607    -64.646     18.202    -16.274    112.883     61.178     94.469
      7.608    -64.532     18.263    -16.179    113.438     60.992     94.595
      7.609    -64.419     18.324    -16.085    113.995     60.806     94.722
      7.610    -64.304     18.384    -15.990    114.552     60.618     94.848
      7.611    -64.190     18.445    -15.895    115.110     60.429     94.974
      7.612    -64.074     18.505    -15.800    115.669     60.240     95.100
      7.613    -63.958     18.565    -15.705    116.229     60.049     95.225
      7.614    -63.842     18.625    -15.609    116.790     59.856     95.350
      7.615    -63.725     18.685    -15.514    117.352     59.663     95.474
      7.616    -63.607     18.745    -15.418    117.915     59.469     95.599
      7.617    -63.489     18.804    -15.323    118.480     59.273     95.723
      7.618    -63.370     18.863    -15.227    119.045     59.077     95.846
      7.619    -63.251     18.922    -15.131    119.611     58.879     95.970
      7.620    -63.131     18.981    -15.035    120.179     58.680     96.093
      7.621    -63.010     19.040    -14.939    120.747     58.479     96.216
      7.622    -62.889     19.098    -14.843    121.317     58.278     96.338
      7.623    -62.768     19.156    -14.746    121.887     58.075     96.460
      7.624    -62.646     19.214    -14.650    122.459     57.871     96.582
      7.625    -62.523     19.272    -14.553    123.031     57.666     96.703
      7.626    -62.400     19.329    -14.456    123.605     57.460     96.824
      7.627    -62.276     19.387    -14.359    124.180     57.252     96.945
      7.628    -62.151     19.444    -14.262    124.756     57.043     97.065
      7.629    -62.026     19.501    -14.165    125.333     56.833     97.185
      7.630    -61.901     19.558    -14.068    125.912     56.622     97.305
      7.631    -61.774     19.614    -13.971    126.491     56.409     97.424
      7.632    -61.648     19.670    -13.873    127.072     56.195     97.543
      7.633    -61.520     19.727    -13.776    127.653     55.980     97.662
      7.634    -61.392     19.782    -13.678    128.236     55.763     97.780
      7.635    -61.264     19.838    -13.580    128.820     55.545     97.898
      7.636    -61.135     19.893    -13.482    129.405     55.326     98.015
      7.637    -61.005     19.949    -13.384    129.992     55.105     98.132
      7.638    -60.875     20.004    -13.286    130.579     54.883     98.249
      7.639    -60.744     20.058    -13.188    131.168     54.660     98.365
      7.640    -60.612     20.113    -13.089    131.758     54.435     98.481
      7.641    -60.480     20.167    -12.991    132.349     54.209     98.596
      7.642    -60.348     20.221    -12.892    132.941     53.981     98.711
      7.643    -60.214     20.275    -12.793    133.535     53.752     98.826
      7.644    -60.080     20.329    -12.694    134.129     53.522     98.940
      7.645    -59.946     20.382    -12.595    134.725     53.290     99.054
      7.646    -59.811     20.435    -12.496    135.323     53.057     99.168
      7.647    -59.675     20.488    -12.397    135.921     52.823     99.281
      7.648    -59.539     20.541    -12.298    136.521     52.586     99.393
      7.649    -59.402     20.594    -12.198    137.122     52.349     99.506
      7.650    -59.265     20.646    -12.099    137.724     52.110     99.617
      7.651    -59.127     20.698    -11.999    138.327     51.869     99.729
      7.652    -58.988     20.750    -11.899    138.932     51.627     99.840
      7.653    -58.849     20.801    -11.799    139.538     51.383     99.950
      7.654    -58.709     20.852    -11.699    140.146     51.138    100.060
      7.655    -58.569     20.903    -11.599    140.754     50.892    100.170
      7.656    -58.428     20.954    -11.499    141.365     50.643    100.279
      7.657    -58.286     21.005    -11.399    141.976     50.393    100.387
